Run 1
0, 100000000, 0, 1, 0, 0.9, 20, 0.1, 30, 1
0.24, 0.24, 1, 1, 5000.0, 0.9, 20, 0.1, 30, 1
3.47, 0.24, 2, 1, 5000.0, 0.9, 20, 0.1, 30, 1
3.94, 0.233333333333333, 3, 1, 5000.0, 0.9, 20, 0.1, 30, 1
9.61, 0.2325, 4, 1, 5000.0, 0.9, 20, 0.1, 30, 1
10.07, 0.23, 5, 1, 5000.0, 0.9, 20, 0.1, 30, 1
10.55, 0.23, 6, 1, 5000.0, 0.9, 20, 0.1, 30, 1
11.02, 0.23, 7, 1, 5000.0, 0.9, 20, 0.1, 30, 1
11.5, 0.23125, 8, 1, 5000.0, 0.9, 20, 0.1, 30, 1
11.99, 0.233333333333333, 9, 1, 5000.0, 0.9, 20, 0.1, 30, 1
12.48, 0.235, 10, 1, 5000.0, 0.9, 20, 0.1, 30, 1
12.97, 0.236363636363636, 11, 1, 5000.0, 0.9, 20, 0.1, 30, 1
13.43, 0.235833333333333, 12, 1, 5000.0, 0.9, 20, 0.1, 30, 1
13.9, 0.235384615384615, 13, 1, 5000.0, 0.9, 20, 0.1, 30, 1
14.38, 0.235714285714286, 14, 1, 5000.0, 0.9, 20, 0.1, 30, 1
14.87, 0.236666666666667, 15, 1, 5000.0, 0.9, 20, 0.1, 30, 1
15.35, 0.236875, 16, 1, 5000.0, 0.9, 20, 0.1, 30, 1
15.83, 0.237647058823529, 17, 1, 5000.0, 0.9, 20, 0.1, 30, 1
16.29, 0.237222222222222, 18, 1, 5000.0, 0.9, 20, 0.1, 30, 1
16.76, 0.237368421052632, 19, 1, 5000.0, 0.9, 20, 0.1, 30, 1
17.22, 0.237, 20, 1, 5000.0, 0.9, 20, 0.1, 30, 1
17.7, 0.237142857142857, 21, 1, 5000.0, 0.9, 20, 0.1, 30, 1
18.19, 0.237272727272727, 22, 1, 5000.0, 0.9, 20, 0.1, 30, 1
24.01, 0.260869565217391, 23, 1, 5000.0, 0.9, 20, 0.1, 30, 1
24.74, 0.259565217391304, 23, 1, 5000.0, 0.8, 20, 0.3, 30, 1
25.48, 0.279583333333333, 24, 1, 5000.0, 0.8, 20, 0.3, 30, 1
26.09, 0.2928, 25, 1, 5000.0, 0.8, 20, 0.3, 30, 1
26.76, 0.307307692307692, 26, 1, 5000.0, 0.8, 20, 0.3, 30, 1
27.4, 0.31962962962963, 27, 1, 5000.0, 0.8, 20, 0.3, 30, 1
28.15, 0.335, 28, 1, 5000.0, 0.8, 20, 0.3, 30, 1
28.91, 0.349655172413793, 29, 1, 5000.0, 0.8, 20, 0.3, 30, 1
